date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2013-01-18,6.14,6.45,6.37,6.14,94633.3,0.19,3.07,6.042,5.922,6.328,78147.51,51142.41,53556.38,3.24
2013-01-11,6.34,6.56,6.18,6.16,124411.96,-0.26,-4.04,5.882,5.953,6.342,63944.71,45519.11,49775.3,4.26
2012-12-28,5.71,6.35,6.29,5.66,81364.29,0.57,9.96,5.714,5.995,6.378,42358.38,51335.09,45391.22,2.79
2012-12-21,5.63,5.85,5.72,5.61,49245.68,0.07,1.24,5.64,6.057,6.394,30438.95,46707.75,42275.16,1.69
2012-12-14,5.62,5.68,5.65,5.36,41082.32,0.08,1.44,5.694,6.171,6.45,25021.87,47235.73,41029.8,1.41
2012-12-07,5.32,5.74,5.57,5.0,23619.3,0.23,4.31,5.802,6.273,6.522,24137.31,46689.08,40959.41,0.81
2012-11-30,5.95,5.95,5.34,5.29,16480.3,-0.58,-9.8,6.024,6.377,6.601,27093.5,49240.31,41051.55,0.56
2012-11-23,6.0,6.14,5.92,5.86,21767.15,-0.07,-1.17,6.276,6.529,6.704,60311.79,53428.99,42342.88,0.75
2012-11-16,6.19,6.26,5.99,5.94,22160.26,-0.2,-3.23,6.474,6.62,6.779,62976.54,55197.54,42680.02,0.76
2012-11-09,6.65,6.73,6.19,6.17,36659.52,-0.49,-7.33,6.648,6.671,6.867,69449.6,56751.38,43189.24,1.25
2012-11-02,6.53,6.76,6.68,6.45,38400.27,0.08,1.21,6.744,6.733,6.959,69240.85,55970.36,42877.82,1.31
2012-10-26,6.91,7.54,6.6,6.58,182571.77,-0.31,-4.49,6.73,6.73,7.021,71387.13,54031.49,44240.01,6.25
2012-10-19,6.9,7.04,6.91,6.75,35090.9,0.05,0.73,6.782,6.761,7.115,46546.18,39447.35,47862.52,1.2
2012-10-12,6.67,7.09,6.86,6.63,54525.54,0.19,2.85,6.766,6.731,7.173,47418.54,37842.57,48599.42,1.87
2012-09-28,6.59,6.75,6.67,6.2,35615.75,0.06,0.91,6.694,6.728,7.24,44053.16,34823.86,50947.04,1.22
2012-09-21,6.81,6.94,6.61,6.58,49131.69,-0.25,-3.64,6.722,6.771,7.325,42699.86,35229.75,52800.9,1.68
2012-09-14,6.82,7.05,6.86,6.77,58367.01,0.03,0.44,6.73,6.825,7.419,36675.86,32862.79,52908.14,2.0
2012-09-07,6.52,6.87,6.83,6.41,39452.73,0.33,5.08,6.74,6.879,7.492,32348.51,31256.77,56839.3,1.35
2012-08-31,6.76,6.76,6.5,6.41,37698.63,-0.31,-4.55,6.696,6.937,7.572,28266.59,30162.5,60265.59,1.29
2012-08-24,6.6,7.0,6.81,6.5,28849.26,0.16,2.41,6.762,7.063,7.656,25594.56,29627.11,63480.47,0.99
2012-08-17,6.96,6.96,6.65,6.53,19011.65,-0.26,-3.76,6.82,7.185,7.731,27759.63,29785.29,64639.11,0.65
2012-08-10,6.57,6.94,6.91,6.54,36730.29,0.3,4.54,6.92,7.312,7.77,29049.71,34448.52,69986.55,1.26
2012-08-03,6.85,6.92,6.61,6.38,19043.11,-0.22,-3.22,7.018,7.469,7.849,30165.03,56277.69,72534.35,0.65
2012-07-27,7.11,7.12,6.83,6.81,24338.51,-0.27,-3.8,7.178,7.615,7.937,32058.41,59356.28,83289.24,0.83
2012-07-20,7.15,7.26,7.1,6.69,39674.57,-0.05,-0.7,7.364,7.751,8.01,33659.65,67070.21,86863.89,1.36
2012-07-13,7.4,7.41,7.15,7.0,25462.09,-0.25,-3.38,7.55,7.878,8.059,31810.95,70372.06,89129.61,0.87
2012-07-06,7.41,7.81,7.4,7.18,42306.87,-0.01,-0.14,7.704,8.013,8.115,39847.32,72953.49,94616.23,1.45
2012-06-29,7.75,7.75,7.41,7.2,28510.02,-0.35,-4.51,7.92,8.105,8.148,82390.35,82421.83,98446.88,0.98
2012-06-21,8.08,8.15,7.76,7.73,32344.7,-0.27,-3.36,8.052,8.207,8.184,86654.14,90368.68,107527.59,1.11
2012-06-15,8.08,8.13,8.03,7.9,30431.07,0.11,1.39,8.138,8.248,8.159,100480.77,97333.84,107726.64,1.04
2012-06-08,8.25,8.26,7.92,7.88,65643.96,-0.56,-6.6,8.206,8.276,8.108,108933.18,99492.94,108084.59,2.25
2012-06-01,8.0,8.9,8.48,7.88,255021.98,0.41,5.08,8.322,8.227,8.047,106059.66,105524.58,107054.13,8.73
2012-05-25,8.19,8.26,8.07,7.95,49829.0,-0.12,-1.47,8.29,8.229,7.943,82453.32,88791.01,95112.37,1.71
2012-05-18,8.39,8.57,8.19,7.86,101477.85,-0.18,-2.15,8.362,8.258,7.88,94083.22,107222.19,94202.69,3.47
2012-05-11,8.51,8.6,8.37,8.32,72693.09,-0.13,-1.53,8.358,8.268,7.816,94186.91,106657.57,90449.09,2.49
2012-05-04,8.4,8.64,8.5,8.33,51276.38,0.18,2.16,8.346,8.239,7.769,90052.7,107887.16,88736.74,1.76
2012-04-27,8.48,8.87,8.32,8.1,136990.27,-0.11,-1.3,8.132,8.217,7.775,104989.5,116278.97,88103.77,4.69
2012-04-20,8.17,8.59,8.43,8.03,107978.53,0.26,3.18,8.168,8.191,7.788,95128.71,114471.94,83411.15,3.7
2012-04-12,8.34,8.34,8.17,7.67,101996.26,-0.14,-1.69,8.154,8.16,7.803,120361.16,124686.51,82827.54,3.49
2012-04-06,7.46,8.42,8.31,7.46,52022.04,0.88,11.84,8.178,8.069,7.857,119128.22,118119.44,89692.95,1.78
2012-03-30,8.54,8.84,7.43,7.42,125960.41,-1.07,-12.59,8.132,7.939,7.891,125721.62,116676.24,92226.66,4.31
2012-03-23,8.27,8.53,8.5,8.11,87686.3,0.14,1.68,8.302,7.866,7.984,127568.43,108583.69,91147.13,3.0
2012-03-16,8.5,9.1,8.36,7.97,234140.81,0.07,0.84,8.214,7.657,7.996,133815.17,101433.72,89657.71,8.01
2012-03-09,8.09,8.33,8.29,7.88,95831.56,0.21,2.6,8.166,7.501,7.996,129011.85,81183.18,80622.61,3.28
2012-03-02,8.3,8.38,8.08,7.88,84989.03,-0.2,-2.42,7.96,7.364,8.057,117110.66,74240.61,80274.67,2.91
2012-02-24,8.05,8.49,8.28,7.8,135194.44,0.22,2.73,7.746,7.299,8.137,107630.86,69586.32,78898.19,4.63
2012-02-17,8.01,8.18,8.06,7.87,118919.99,-0.06,-0.74,7.43,7.332,8.212,89598.94,59928.58,75909.36,4.07
2012-02-10,7.56,8.58,8.12,7.27,210124.22,0.86,11.85,7.1,7.384,8.302,69052.27,52350.37,71306.26,7.19
2012-02-03,7.05,7.3,7.26,6.9,36325.62,0.25,3.57,6.836,7.446,8.393,33354.52,40968.58,62862.43,1.24
2012-01-20,6.68,7.3,7.01,6.46,37590.01,0.31,4.63,6.768,7.644,8.531,31370.56,61266.47,72339.46,1.29
2012-01-13,6.4,7.38,6.7,6.38,45034.88,0.29,4.52,6.852,7.843,8.72,31541.78,67777.08,75336.04,1.54
2012-01-06,6.85,6.92,6.41,6.07,16186.62,-0.25,-3.68,7.234,8.101,8.908,30258.22,73710.58,76163.74,0.55
2011-12-30,6.75,7.18,6.8,6.53,31635.47,-0.12,-1.73,7.668,8.334,9.121,35648.46,77881.7,80878.45,1.08
2011-12-23,7.45,7.6,6.92,6.55,26405.82,-0.51,-6.86,8.056,8.49,9.325,48582.65,80062.03,84179.35,0.9
2011-12-16,8.57,8.62,7.43,7.2,38446.1,-1.18,-13.71,8.52,8.749,9.517,91162.37,86308.73,88171.62,1.32
2011-12-09,8.58,8.8,8.61,8.28,38617.09,0.03,0.35,8.834,8.975,9.674,104012.37,88210.05,90068.03,1.32
2011-12-02,8.74,8.98,8.58,8.31,43137.82,-0.16,-1.83,8.968,9.092,9.771,117162.94,91890.14,92092.78,1.48
2011-11-25,9.21,9.68,8.74,8.68,96306.4,-0.5,-5.41,9.0,9.219,9.838,120114.94,90262.16,93922.9,3.3
2011-11-18,8.95,10.09,9.24,8.95,239304.45,0.24,2.67,8.924,9.34,9.927,111541.41,84756.28,105034.46,8.19
2011-11-11,9.24,9.56,9.0,8.91,102696.11,-0.28,-3.02,8.978,9.418,10.045,81455.1,83412.46,106424.97,3.52
2011-11-04,8.74,9.35,9.28,8.68,104369.93,0.54,6.18,9.116,9.597,10.085,72407.73,82895.0,104427.38,3.57
2011-10-28,8.31,8.8,8.74,8.21,57897.8,0.38,4.54,9.216,9.714,10.176,66617.34,78616.89,103056.38,1.98
2011-10-21,9.56,9.56,8.36,8.2,53438.74,-1.15,-12.09,9.438,9.907,10.295,60409.37,83875.21,105466.74,1.83
2011-10-14,9.67,9.88,9.51,9.41,88872.9,-0.18,-1.86,9.756,10.16,10.427,57971.14,88296.68,106435.8,3.04
2011-09-30,9.57,9.85,9.69,9.31,57459.3,-0.09,-0.92,9.858,10.285,10.506,85369.83,90034.5,106507.44,1.97
2011-09-23,9.81,10.23,9.78,9.35,75417.98,-0.07,-0.71,10.078,10.372,10.62,93382.27,91926.0,111913.25,2.58
2011-09-16,9.8,10.0,9.85,9.69,26857.94,-0.1,-1.0,10.212,10.45,10.71,90616.44,92295.41,114291.79,0.92
2011-09-09,9.97,10.08,9.95,9.58,41247.6,-0.07,-0.7,10.376,10.457,10.826,107341.05,97583.64,116746.94,1.41
2011-09-02,10.65,11.08,10.02,9.95,225866.33,-0.77,-7.14,10.564,10.513,10.93,118622.22,125312.65,123563.73,7.73
2011-08-26,10.4,10.96,10.79,9.88,97521.5,0.34,3.25,10.712,10.672,11.058,94699.18,129437.48,134593.89,3.34
2011-07-28,10.58,10.58,10.45,9.99,61588.82,-0.22,-2.06,10.666,10.573,11.187,90469.73,125959.76,154521.49,2.11
2011-07-22,10.9,11.13,10.67,10.57,110480.99,-0.22,-2.02,10.688,10.638,11.328,93974.38,127495.87,162122.94,3.78
2011-07-15,10.65,10.97,10.89,10.46,97653.45,0.13,1.21,10.538,10.683,11.461,87826.23,127058.27,170781.76,3.34
2011-07-08,10.55,10.98,10.76,10.51,106251.13,0.2,1.89,10.462,10.694,11.599,132003.07,124574.92,186609.74,3.64
2011-07-01,10.81,10.95,10.56,10.28,76374.27,0.0,0.0,10.632,10.727,11.68,164175.77,122980.38,190430.07,2.61
2011-06-24,9.85,10.58,10.56,9.85,79112.08,0.64,6.45,10.48,10.868,11.753,161449.78,131900.5,189986.1,2.71
2011-06-17,10.42,10.68,9.92,9.86,79740.23,-0.59,-5.61,10.588,10.969,11.805,161017.35,136288.17,187980.18,2.73
2011-06-10,11.15,12.44,10.51,10.3,318537.66,-1.1,-9.47,10.828,11.195,11.877,166290.3,135910.24,187946.37,10.9
2011-06-03,9.8,12.05,11.61,9.57,267114.62,1.81,18.47,10.926,11.347,11.915,117146.77,121814.82,175855.37,9.14
2011-05-27,11.16,11.2,9.8,9.8,62744.3,-1.3,-11.71,10.822,11.444,11.933,81784.98,139750.3,165786.91,2.15
2011-05-20,11.22,11.44,11.1,10.68,76949.96,-0.02,-0.18,11.256,11.8,12.06,102351.22,183083.22,172361.48,2.63
2011-05-13,11.1,11.92,11.12,10.89,106104.98,0.12,1.09,11.35,12.018,12.103,111559.0,196750.01,173429.53,3.63
2011-05-06,11.25,11.6,11.0,10.7,72820.0,-0.09,-0.81,11.562,12.238,12.177,105530.17,214505.25,176826.19,2.49
2011-04-29,12.0,12.05,11.09,10.58,90305.67,-0.88,-7.35,11.768,12.503,12.306,126482.86,248644.56,184139.39,3.09
2011-04-22,11.55,12.06,11.97,11.32,165575.47,0.4,3.46,12.066,12.632,12.397,197715.62,257879.76,193408.14,5.67
2011-04-15,12.22,12.25,11.57,11.46,122988.86,-0.61,-5.01,12.344,12.637,12.522,263815.23,248071.7,211887.82,4.21
2011-04-08,11.92,12.21,12.18,11.79,75960.84,0.15,1.25,12.686,12.64,12.628,281941.02,239672.19,217735.75,2.6
2011-04-01,12.51,12.59,12.03,11.82,177583.48,-0.55,-4.37,12.914,12.559,12.678,323480.33,239982.51,225880.3,6.08
2011-03-25,13.3,13.8,12.58,12.48,446469.47,-0.78,-5.84,13.238,12.482,12.767,370806.26,229895.92,239903.6,15.28
2011-03-18,12.7,13.84,13.36,11.22,496073.5,0.08,0.6,13.198,12.421,12.955,318043.89,191823.53,251619.49,16.98
2011-03-11,13.35,13.96,13.28,13.19,213617.8,-0.04,-0.3,12.93,12.32,12.993,232328.16,161639.73,247249.13,7.31
2011-03-04,13.86,14.02,13.32,12.92,283657.41,-0.33,-2.42,12.594,12.188,13.031,197403.36,150109.05,263697.76,9.71
2011-02-25,12.27,13.92,13.65,12.21,414213.12,1.27,10.26,12.204,12.115,13.105,156484.69,139147.13,285276.02,14.18
2011-02-18,11.98,12.8,12.38,11.95,182657.64,0.36,3.0,11.726,12.109,13.061,88985.58,119634.21,268834.08,6.25
2011-02-11,11.52,12.15,12.02,11.35,67494.84,0.42,3.62,11.644,12.162,13.064,65603.16,128936.52,272707.24,2.31
2011-02-01,11.43,11.8,11.6,11.3,38993.78,0.23,2.02,11.71,12.406,13.052,90951.31,175703.94,273948.96,1.33
2011-01-28,11.3,11.48,11.37,10.62,79064.06,0.11,0.98,11.782,12.615,13.086,102814.73,195799.3,296836.64,2.71
2011-01-21,11.84,11.9,11.26,11.05,76717.57,-0.71,-5.93,12.026,12.797,13.097,121809.58,211778.09,309400.09,2.63
2011-01-14,12.38,12.56,11.97,11.8,65745.54,-0.38,-3.08,12.492,13.051,13.125,150282.84,249911.27,326961.5,2.25
2011-01-07,12.32,13.03,12.35,11.99,194235.58,0.39,3.26,12.68,13.488,13.072,192269.89,311415.46,337607.4,6.65
2010-12-31,12.64,12.89,11.96,11.38,98310.91,-0.63,-5.0,13.102,13.665,13.008,260456.58,332858.52,347926.51,3.37
2010-12-24,13.61,13.77,12.59,12.58,174038.28,-1.0,-7.36,13.448,13.874,12.961,288783.87,377286.47,367047.54,5.96
2010-12-17,12.96,13.8,13.59,12.88,219083.91,0.68,5.27,13.568,14.095,12.854,301746.61,431404.91,370196.16,7.5
2010-12-10,14.2,14.2,12.91,12.5,275680.75,-1.55,-10.72,13.61,14.012,12.686,349539.7,418033.95,368818.71,9.44
2010-12-03,13.45,15.26,14.46,13.41,535169.06,0.77,5.62,14.296,13.965,12.546,430561.04,416477.95,369269.56,18.32
2010-11-26,13.0,13.8,13.69,12.48,239947.36,0.5,3.79,14.228,13.697,12.291,405260.46,372193.97,357604.42,8.21
2010-11-19,13.7,14.07,13.19,12.48,238851.95,-0.61,-4.42,14.3,13.557,12.063,465789.07,397873.98,350209.96,8.18
2010-11-12,16.65,16.8,13.8,13.8,458049.38,-2.54,-15.54,14.622,13.396,11.823,561063.22,407022.09,341353.99,15.68
2010-11-05,14.05,16.39,16.34,14.01,680787.44,2.22,15.72,14.414,13.199,11.62,486528.2,404011.73,321854.81,23.3
2010-10-29,14.05,15.5,14.12,13.8,408666.19,0.07,0.5,13.634,12.655,11.28,402394.87,363799.33,289671.36,13.99
2010-10-22,14.8,15.44,14.05,13.65,542590.38,-0.75,-5.07,13.166,12.351,11.08,339127.47,362994.51,276215.82,18.57
2010-10-15,12.75,14.97,14.8,12.38,715222.69,2.04,15.99,12.814,12.048,10.868,329958.89,356808.61,257096.26,24.48
2010-10-08,12.57,13.06,12.76,12.38,85374.29,0.32,2.57,12.17,11.612,10.658,252980.97,308987.41,233783.46,2.92
2010-09-30,12.0,12.85,12.44,11.75,260120.81,0.66,5.6,11.984,11.359,10.478,321495.26,319603.47,234949.13,8.9
2010-09-21,12.5,12.68,11.78,11.66,92329.2,-0.51,-4.15,11.676,11.127,10.366,325203.78,322061.17,227576.54,3.16
2010-09-17,11.75,12.8,12.29,11.45,496747.44,0.71,6.13,11.536,10.884,10.317,386861.54,343014.86,227358.91,17.0
2010-09-10,11.97,12.2,11.58,11.23,330333.12,-0.25,-2.11,11.282,10.568,10.255,383658.34,302545.94,213798.77,11.31
2010-09-03,10.93,11.91,11.83,10.85,427945.72,0.93,8.53,11.054,10.249,10.326,364993.86,275685.9,216649.21,14.65
2010-08-27,11.18,11.48,10.9,10.51,278663.44,-0.18,-1.62,10.734,10.04,10.35,317711.68,239697.89,206375.25,9.54
2010-08-20,10.83,11.57,11.08,10.76,400617.97,0.06,0.54,10.578,9.904,10.445,318918.56,215543.38,203637.94,13.71
2010-08-13,10.55,11.6,11.02,9.95,480731.47,0.58,5.56,10.232,9.808,10.553,299168.19,189437.13,203390.59,16.46
2010-08-06,10.23,10.67,10.44,9.95,237010.69,0.21,2.05,9.854,9.687,10.623,221433.53,157383.9,194083.24,8.11
2010-07-30,10.12,10.46,10.23,9.95,191534.81,0.11,1.09,9.444,9.704,10.75,186377.93,158579.51,202084.59,6.56
2010-07-23,9.33,10.82,10.12,9.2,284697.84,0.77,8.23,9.346,9.597,10.847,161684.11,150294.79,237523.37,9.75
2010-07-16,9.06,10.09,9.35,8.95,301866.12,0.22,2.41,9.23,9.604,10.981,112168.21,133091.92,271492.09,10.33
2010-07-09,8.31,9.18,9.13,8.07,92058.18,0.74,8.82,9.384,9.75,11.068,79706.07,111702.96,267180.26,3.15
2010-07-02,9.68,9.68,8.39,7.9,61732.71,-1.35,-13.86,9.52,9.942,11.14,93334.27,125051.61,265971.74,2.11
2010-06-24,9.54,10.14,9.74,9.26,68065.71,0.2,2.1,9.964,10.402,11.236,130781.09,157612.53,272155.45,2.33
2010-06-18,10.2,10.34,9.54,9.51,37118.33,-0.58,-5.73,9.848,10.66,11.285,138905.46,173052.61,278678.42,1.27
2010-06-11,9.62,10.49,10.12,9.5,139555.41,0.31,3.16,9.978,10.986,11.378,154015.63,191732.5,308555.72,4.78
2010-06-04,10.45,10.75,9.81,9.57,160199.2,-0.8,-7.54,10.116,11.297,11.447,143699.84,217344.06,319597.0,5.48
2010-05-28,9.2,11.11,10.61,9.2,248966.81,1.45,15.83,10.364,11.558,11.497,156768.95,230782.59,325247.1,8.52
2010-05-21,10.01,10.1,9.16,8.6,108687.57,-1.03,-10.11,10.84,11.796,11.501,184443.97,245589.66,318289.99,3.72
2010-05-14,10.76,11.25,10.19,9.66,112669.14,-0.62,-5.74,11.472,12.096,11.558,207199.75,324751.96,319095.09,3.86
2010-05-07,10.51,11.51,10.81,10.51,87976.49,-0.24,-2.17,11.994,12.357,11.552,229449.37,409892.27,319018.51,3.01
2010-04-30,12.81,13.02,11.05,11.02,225544.75,-1.94,-14.94,12.478,12.386,11.544,290988.27,422657.56,325003.75,7.72
2010-04-23,12.2,13.45,12.99,11.65,387341.88,0.67,5.44,12.752,12.338,11.534,304796.22,406891.87,332855.15,13.26
2010-04-16,12.85,12.93,12.32,12.01,222466.48,-0.48,-3.75,12.752,12.069,11.403,306735.35,386698.37,327961.81,7.62
2010-04-09,13.09,13.23,12.8,12.51,223917.23,-0.43,-3.25,12.72,11.91,11.35,442304.17,384304.23,336212.46,7.66
2010-04-02,12.52,13.5,13.23,12.22,395671.0,0.81,6.52,12.72,11.769,11.273,590335.17,425378.95,341005.26,13.54
2010-03-26,12.87,13.29,12.42,12.19,294584.5,-0.57,-4.39,12.294,11.597,11.141,554326.85,421849.94,337632.55,10.08
2010-03-19,12.06,13.33,12.99,11.76,397037.56,0.83,6.83,11.924,11.435,11.007,508987.51,419711.61,336610.27,13.59
2010-03-12,12.83,14.08,12.16,12.11,900310.56,-0.64,-5.0,11.386,11.206,10.868,466661.39,390990.33,333690.66,30.82
2010-03-05,11.15,13.77,12.8,11.1,964072.25,1.7,15.31,11.1,11.02,10.77,326304.29,313438.21,315826.92,33.0
2010-02-26,10.63,11.38,11.1,10.29,215629.36,0.53,5.01,10.818,10.747,10.619,260422.72,228144.75,272642.96,7.38
2010-02-12,10.21,10.59,10.57,10.2,67887.83,0.27,2.62,10.9,10.702,10.519,289373.03,227349.95,279231.19,2.32
2010-02-05,10.72,11.3,10.3,10.1,185406.95,-0.43,-4.01,10.946,10.73,10.466,330435.7,258818.44,333478.6,6.35
2010-01-29,11.55,11.55,10.73,10.39,198525.06,-0.66,-5.79,11.026,10.737,10.401,315319.27,269225.24,341128.35,6.8
2010-01-22,11.52,12.66,11.39,11.39,634664.38,-0.12,-1.04,10.94,10.789,10.297,300572.14,288120.68,339317.75,21.72
2010-01-15,10.89,11.69,11.51,10.6,360380.94,0.71,6.57,10.676,10.776,10.145,195866.79,256631.57,319175.58,12.34
2010-01-08,10.75,11.33,10.8,10.4,273201.16,0.1,0.94,10.504,10.684,9.991,165326.87,253415.16,308410.83,9.35
2009-12-31,10.38,10.75,10.7,10.22,109824.8,0.4,3.88,10.514,10.578,9.857,187201.18,253508.93,300094.58,3.76
2009-12-25,10.07,10.43,10.3,9.66,124789.4,0.23,2.28,10.448,10.529,9.761,223131.21,276391.0,300390.88,4.27
2009-12-18,10.69,10.79,10.07,10.01,111137.65,-0.58,-5.45,10.638,10.52,9.738,275669.23,318215.63,304395.77,3.8
2009-12-11,10.92,11.15,10.65,10.4,207681.34,-0.2,-1.84,10.876,10.491,9.739,317396.36,317141.16,316227.18,7.11
2009-12-04,10.44,11.47,10.85,10.4,382572.69,0.48,4.63,10.864,10.336,9.731,341503.45,331112.43,321492.37,13.1
2009-11-27,11.21,11.44,10.37,10.05,289474.97,-0.88,-7.82,10.642,10.202,9.719,319816.68,408138.76,324292.53,9.91
2009-11-20,11.4,11.88,11.25,11.1,387479.5,-0.01,-0.09,10.61,10.065,9.723,329650.79,413031.47,323138.03,13.26
2009-11-13,10.6,11.29,11.26,10.48,319773.28,0.67,6.33,10.402,9.804,9.669,360762.03,390514.82,314184.36,10.95
2009-11-06,9.49,11.0,10.59,9.35,328216.81,0.85,8.73,10.106,9.514,9.628,316885.97,381719.59,307679.74,11.23
2009-10-30,10.21,10.83,9.74,9.56,274138.84,-0.47,-4.6,9.808,9.298,9.622,320721.41,363406.51,302633.25,9.38
2009-10-23,10.15,10.66,10.21,10.0,338645.53,0.0,0.0,9.762,9.136,9.675,496460.84,346680.22,323017.41,18.13
2009-10-16,9.63,10.72,10.21,9.47,543035.69,0.43,4.4,9.52,8.992,9.65,496412.14,324390.77,313886.28,29.07
2009-10-09,9.36,9.88,9.78,9.14,100393.0,0.68,7.47,9.206,8.956,9.627,420267.6,290575.9,292022.95,5.37
2009-09-30,9.76,10.18,9.1,8.9,347394.0,-0.41,-4.31,8.922,8.986,9.608,446553.2,315313.2,296142.7,18.6
2009-09-25,9.25,11.98,9.51,9.25,1152836.0,0.51,5.67,8.788,9.126,9.632,406091.6,311872.3,286232.9,61.72
2009-09-18,8.68,9.98,9.0,8.6,338402.0,0.36,4.17,8.51,9.235,9.652,196899.6,240446.3,240863.15,18.12
2009-09-11,8.44,8.82,8.64,8.22,162313.0,0.28,3.35,8.464,9.38,9.681,152369.4,233244.6,231047.25,8.69
2009-09-04,8.65,8.95,8.36,7.7,231821.0,-0.07,-0.83,8.706,9.533,9.717,160884.2,237853.9,238781.3,12.41
2009-08-28,8.12,8.67,8.43,7.79,145086.0,0.31,3.82,9.05,9.742,9.815,184073.2,233639.9,251252.6,7.77
2009-08-21,8.8,8.85,8.12,7.5,106876.0,-0.65,-7.41,9.464,9.946,9.851,217653.0,241860.0,253493.4,5.72
2009-08-14,9.96,10.2,8.77,8.75,115751.0,-1.08,-10.96,9.96,10.214,9.894,283993.0,299354.6,271209.0,6.2
2009-08-07,10.1,10.45,9.85,9.8,204887.0,-0.23,-2.28,10.296,10.308,9.892,314119.8,303381.8,281646.9,10.97
2009-07-31,10.48,10.99,10.08,9.01,347766.0,-0.42,-4.0,10.36,10.297,9.786,314823.6,293470.0,282957.1,18.62
2009-07-24,10.66,10.94,10.5,10.21,312985.0,-0.1,-0.94,10.434,10.229,9.634,283206.6,276972.2,274337.65,16.76
2009-07-17,10.44,11.13,10.6,10.38,438576.0,0.15,1.44,10.428,10.137,9.457,266067.0,260593.5,271825.55,23.48
2009-07-10,10.15,10.68,10.45,9.95,266385.0,0.28,2.75,10.468,10.069,9.251,314716.2,241280.0,261994.8,14.26
2009-07-03,10.4,10.68,10.17,9.89,208406.0,-0.28,-2.68,10.32,9.982,9.127,292643.8,228849.9,260358.85,11.16
2009-06-26,10.5,10.97,10.45,10.03,189681.0,-0.02,-0.19,10.234,9.9,9.036,272116.4,239708.7,264537.6,10.16
2009-06-19,10.6,11.49,10.47,10.22,227287.0,-0.33,-3.06,10.024,9.888,8.886,270737.8,268865.3,271072.3,12.17
2009-06-12,9.71,11.68,10.8,9.38,681822.0,1.09,11.23,9.846,9.756,8.696,255120.0,265126.8,268149.95,36.5
2009-06-05,9.76,10.12,9.71,9.58,156023.0,-0.03,-0.31,9.67,9.574,8.491,167843.8,243063.4,253901.6,8.35
2009-05-27,9.18,10.1,9.74,9.08,105769.0,0.34,3.62,9.644,9.475,8.296,165056.0,259912.0,255888.75,5.66
2009-05-22,9.54,10.15,9.4,9.3,182788.0,-0.18,-1.88,9.566,9.275,8.072,207301.0,272444.2,256139.55,9.79
2009-05-15,9.89,10.04,9.58,9.25,149198.0,-0.34,-3.43,9.752,9.039,7.907,266992.8,271703.1,257364.05,7.99
2009-05-08,9.6,10.67,9.92,9.6,245441.0,0.34,3.55,9.666,8.777,7.693,275133.6,283057.6,262490.85,13.14
2009-04-30,9.28,9.77,9.58,8.56,142084.0,0.23,2.46,9.478,8.433,7.495,318283.0,282709.6,267991.35,7.61
2009-04-24,10.5,10.9,9.35,9.1,316994.0,-0.98,-9.49,9.306,8.271,7.271,354768.0,291867.8,272836.8,16.97
2009-04-17,9.17,10.98,10.33,8.9,481247.0,1.18,12.9,8.984,8.171,7.069,337587.4,289366.5,276320.1,25.77
2009-04-10,8.76,9.29,9.15,8.49,189902.0,0.17,1.89,8.326,7.883,6.775,276413.4,273279.3,256162.2,10.17
2009-04-03,8.72,9.93,8.98,8.52,461188.0,0.26,2.98,7.888,7.635,6.48,290981.6,271173.1,248421.0,24.69
2009-03-27,7.85,8.75,8.72,7.7,324509.0,0.98,12.66,7.388,7.408,6.192,247136.2,264739.8,228113.15,17.37
2009-03-20,7.04,8.05,7.74,6.9,231091.0,0.7,9.94,7.236,7.117,5.949,228967.6,251865.5,217763.7,12.37
2009-03-13,7.05,7.4,7.04,6.65,175377.0,0.08,1.15,7.358,6.868,5.747,241145.6,239834.9,208918.35,9.39
2009-03-06,6.45,7.5,6.96,6.31,262743.0,0.48,7.41,7.44,6.774,5.611,270145.2,243025.0,202667.65,14.07
2009-02-27,7.96,8.51,6.48,6.27,241961.0,-1.48,-18.59,7.382,6.609,5.532,251364.6,241924.1,195105.55,12.95
2009-02-20,8.34,9.09,7.96,7.4,233666.0,-0.39,-4.67,7.428,6.556,5.474,282343.4,253273.1,187920.2,12.51
2009-02-13,7.46,8.43,8.35,7.33,291981.0,0.9,12.08,6.998,6.27,5.375,274763.4,253805.8,184048.2,15.63
2009-02-06,6.67,7.69,7.45,6.45,320375.0,0.78,11.69,6.378,5.966,5.282,238524.2,263273.7,176422.8,17.15
2009-01-23,6.73,7.16,6.67,6.58,168840.0,-0.04,-0.6,6.108,5.667,5.219,215904.8,239045.1,165022.3,9.04
2009-01-16,5.81,7.23,6.71,5.69,396855.0,0.9,15.49,5.836,5.325,5.212,232483.6,225668.9,162963.0,21.25
2009-01-09,5.55,6.2,5.81,5.4,195766.0,0.56,10.67,5.684,4.976,5.196,224202.8,191486.5,148031.65,10.48
2008-12-26,6.05,6.1,5.25,5.23,110785.0,-0.85,-13.93,5.542,4.781,5.282,232848.2,183661.9,148359.55,5.93
2008-12-19,5.43,6.25,6.1,5.3,207278.0,0.79,14.88,5.554,4.626,5.401,288023.2,178001.8,150259.8,11.1
2008-12-12,5.96,6.4,5.31,5.23,251734.0,-0.64,-10.76,5.226,4.447,5.5,262185.4,162310.3,153531.55,13.48
